Linea;Nombre_Linea;Ruta;Nombre_Ruta;Destino;Id_Parada;Posicion;Nombre_Parada;Tipo_Servicio;Estación
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1372;12846;Flores A - 2 ó 5;[1] TRONCAL;Flores
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1348;13486;Calle 63 C - 2;[1] TRONCAL;Calle 63
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1338;14086;Calle 57 C - 2;[1] TRONCAL;Calle 57
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1379;14709;Marly C - 2;[1] TRONCAL;Marly
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1328;15383;Calle 45 C - 2;[1] TRONCAL;Calle 45
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1270;15906;Av. 39 C- 2;[1] TRONCAL;Avenida 39
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1392;16587;Calle 34 B - 2 ó 5;[1] TRONCAL;Calle 34
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1318;17104;Calle 26 C - 2;[1] TRONCAL;Calle 26
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1310;17800;Calle 22 B - 2 ó 5;[1] TRONCAL;Calle 22
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1300;18296;Calle 19 B - 2 ó 5;[1] TRONCAL;Calle 19
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1279;19061;Av. Jiménez A - 2 ó 5;[1] TRONCAL;Jiménez
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;1405;19538;Tercer Milenio C - 2;[1] TRONCAL;Tercer Milenio
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;12758;20325;Tygua - San José B - 4 ó 6;[1] TRONCAL;Tygua San José
269; x8;1755;8 Estación Guatoque Veraguas;Estación Guatoque Veraguas;12759;21077;Guatoque - Veraguas A - 3 ó 6;[1] TRONCAL;Guatoque Veraguas
280; KG42;999;G42 ;San Mateo;1877;0;Recinto Ferial B - 4 ó 6;[1] TRONCAL;Recinto Ferial
280; KG42;999;G42 ;San Mateo;1878;596;Recinto Ferial B - 1 ó 5;[1] TRONCAL;Recinto Ferial
280; KG42;999;G42 ;San Mateo;1552;3033;CAD B - 2 ó 5;[1] TRONCAL;CAD
280; KG42;999;G42 ;San Mateo;1601;4770;Ricaurte B - 2 ó 5;[1] TRONCAL;Ricáurte
280; KG42;999;G42 ;San Mateo;1759;7314;Sena A - 1 ó 5;[1] TRONCAL;SENA
280; KG42;999;G42 ;San Mateo;1737;9409;G. Santander B - 2 ó 5;[1] TRONCAL;General Santander
280; KG42;999;G42 ;San Mateo;1771;10955;Venecia A - 1 ó 5;[1] TRONCAL;Venecia
280; KG42;999;G42 ;San Mateo;12783;15208;Bosa B - 2 ó 5;[1] TRONCAL;Bosa
280; KG42;999;G42 ;San Mateo;2278;16085;La Despensa A - 2 ó 5;[1] TRONCAL;La Despensa
280; KG42;999;G42 ;San Mateo;11714;16632;León XIII B - 2 ó 5;[1] TRONCAL;León XIII
280; KG42;999;G42 ;San Mateo;12900;17574;Terreros A - 2 ó 5;[1] TRONCAL;Terreros
280; KG42;999;G42 ;San Mateo;2286;18200;San Mateo B - 2 ó 5;[1] TRONCAL;San Mateo
280; KG42;1255;G42 ;San Mateo;1877;0;Recinto Ferial B - 4 ó 6;[1] TRONCAL;Recinto Ferial
280; KG42;1255;G42 ;San Mateo;1878;596;Recinto Ferial B - 1 ó 5;[1] TRONCAL;Recinto Ferial
280; KG42;1255;G42 ;San Mateo;1552;3033;CAD B - 2 ó 5;[1] TRONCAL;CAD
280; KG42;1255;G42 ;San Mateo;1601;4770;Ricaurte B - 2 ó 5;[1] TRONCAL;Ricáurte
280; KG42;1255;G42 ;San Mateo;1759;7314;Sena A - 1 ó 5;[1] TRONCAL;SENA
280; KG42;1255;G42 ;San Mateo;1737;9409;G. Santander B - 2 ó 5;[1] TRONCAL;General Santander
280; KG42;1255;G42 ;San Mateo;1771;10955;Venecia A - 1 ó 5;[1] TRONCAL;Venecia
280; KG42;1255;G42 ;San Mateo;12783;15208;Bosa B - 2 ó 5;[1] TRONCAL;Bosa
280; KG42;1255;G42 ;San Mateo;2278;16085;La Despensa A - 2 ó 5;[1] TRONCAL;La Despensa
280; KG42;1255;G42 ;San Mateo;11714;16632;León XIII B - 2 ó 5;[1] TRONCAL;León XIII
280; KG42;1255;G42 ;San Mateo;12900;17574;Terreros A - 2 ó 5;[1] TRONCAL;Terreros
280; KG42;1255;G42 ;San Mateo;2286;18200;San Mateo B - 2 ó 5;[1] TRONCAL;San Mateo
280; KG42;1805;K42;Recinto Ferial;12894;0;San Mateo C - 4 ó 6;[1] TRONCAL;San Mateo
280; KG42;1805;K42;Recinto Ferial;12898;468;Terreros A - 4 ó 6;[1] TRONCAL;Terreros
280; KG42;1805;K42;Recinto Ferial;2283;1390;León XIII B - 3 ó 6;[1] TRONCAL;León XIII
280; KG42;1805;K42;Recinto Ferial;2279;1941;La Despensa A - 3 ó 6;[1] TRONCAL;La Despensa
280; KG42;1805;K42;Recinto Ferial;12784;2830;Bosa B - 4 ó 6;[1] TRONCAL;Bosa
280; KG42;1805;K42;Recinto Ferial;1768;7057;Venecia A - 3 ó 6;[1] TRONCAL;Venecia
280; KG42;1805;K42;Recinto Ferial;1733;8551;G. Santander A - 4 ó 6;[1] TRONCAL;General Santander
280; KG42;1805;K42;Recinto Ferial;1756;10697;Sena A - 3 ó 6;[1] TRONCAL;SENA
280; KG42;1805;K42;Recinto Ferial;1597;13341;Ricaurte C - 4 ó 6;[1] TRONCAL;Ricáurte
280; KG42;1805;K42;Recinto Ferial;1548;14926;CAD A - 4 ó 6;[1] TRONCAL;CAD
280; KG42;1805;K42;Recinto Ferial;1877;17487;Recinto Ferial B - 4 ó 6;[1] TRONCAL;Recinto Ferial
305; BG44;1537;G44;San Mateo;1238;0;Portal Norte T4;[1] TRONCAL;Portal Norte
305; BG44;1537;G44;San Mateo;12936;1117;Toberín B - 2 ó 5;[1] TRONCAL;Toberín
305; BG44;1537;G44;San Mateo;1145;3911;Alcalá A - 2 ó 5;[1] TRONCAL;Alcalá
305; BG44;1537;G44;San Mateo;1173;8086;Calle 100 A - 2 ó 5;[1] TRONCAL;Calle 100
305; BG44;1537;G44;San Mateo;1610;11963;Simón Bolívar A - 2 ó 5;[1] TRONCAL;Simón Bolivar
305; BG44;1537;G44;San Mateo;1560;13201;Campín-UAN B - 2 ó 5;[1] TRONCAL;Campín-UAN
305; BG44;1537;G44;San Mateo;1615;14154;U. Nacional B - 2 ó 5;[1] TRONCAL;Universidad Nacional
305; BG44;1537;G44;San Mateo;1580;16744;Paloquemao B - 2 ó 5;[1] TRONCAL;Paloquemao
305; BG44;1537;G44;San Mateo;1731;18623;Comuneros A - 2 ó 5;[1] TRONCAL;Comuneros
305; BG44;1537;G44;San Mateo;12781;28045;Bosa A - 2 ó 5;[1] TRONCAL;Bosa
305; BG44;1537;G44;San Mateo;2278;28849;La Despensa A - 2 ó 5;[1] TRONCAL;La Despensa
305; BG44;1537;G44;San Mateo;11714;29396;León XIII B - 2 ó 5;[1] TRONCAL;León XIII
305; BG44;1537;G44;San Mateo;2290;30097;Terreros C - 1 ó 5;[1] TRONCAL;Terreros
305; BG44;1537;G44;San Mateo;2286;30964;San Mateo B - 2 ó 5;[1] TRONCAL;San Mateo
305; BG44;1667;B44;Portal Norte;2287;0;San Mateo B - 4 ó 6;[1] TRONCAL;San Mateo
305; BG44;1667;B44;Portal Norte;2291;844;Terreros C - 4 ó 6;[1] TRONCAL;Terreros
305; BG44;1667;B44;Portal Norte;2283;1555;León XIII B - 3 ó 6;[1] TRONCAL;León XIII
305; BG44;1667;B44;Portal Norte;2279;2106;La Despensa A - 3 ó 6;[1] TRONCAL;La Despensa
305; BG44;1667;B44;Portal Norte;12784;2995;Bosa B - 4 ó 6;[1] TRONCAL;Bosa
305; BG44;1667;B44;Portal Norte;1725;12341;Comuneros A - 4 ó 6;[1] TRONCAL;Comuneros
305; BG44;1667;B44;Portal Norte;1576;14144;Paloquemao A - 4 ó 6;[1] TRONCAL;Paloquemao
305; BG44;1667;B44;Portal Norte;2029;16784;U. Nacional B - 4 ó 6;[1] TRONCAL;Universidad Nacional
305; BG44;1667;B44;Portal Norte;1556;17691;Campín-UAN A - 4;[1] TRONCAL;Campín-UAN
305; BG44;1667;B44;Portal Norte;1604;19001;Simón Bolívar A - 4 ó 6;[1] TRONCAL;Simón Bolívar
305; BG44;1667;B44;Portal Norte;1175;22876;Calle 100 A - 4 ó 6;[1] TRONCAL;Calle 100
305; BG44;1667;B44;Portal Norte;1147;27050;Alcalá A - 4 ó 6;[1] TRONCAL;Alcalá
305; BG44;1667;B44;Portal Norte;1252;29946;Toberín C - 4 ó 6;[1] TRONCAL;Toberín
305; BG44;1667;B44;Portal Norte;1238;31218;Portal Norte T4;[1] TRONCAL;Portal Norte
305; BG44;1668;B44;Alcalá;2287;0;San Mateo B - 4 ó 6;[1] TRONCAL;San Mateo
305; BG44;1668;B44;Alcalá;2291;844;Terreros C - 4 ó 6;[1] TRONCAL;Terreros
305; BG44;1668;B44;Alcalá;2283;1555;León XIII B - 3 ó 6;[1] TRONCAL;León XIII
305; BG44;1668;B44;Alcalá;2279;2106;La Despensa A - 3 ó 6;[1] TRONCAL;La Despensa
305; BG44;1668;B44;Alcalá;12784;2995;Bosa B - 4 ó 6;[1] TRONCAL;Bosa
305; BG44;1668;B44;Alcalá;1725;12341;Comuneros A - 4 ó 6;[1] TRONCAL;Comuneros
305; BG44;1668;B44;Alcalá;1576;14144;Paloquemao A - 4 ó 6;[1] TRONCAL;Paloquemao
305; BG44;1668;B44;Alcalá;2029;16784;U. Nacional B - 4 ó 6;[1] TRONCAL;Universidad Nacional
305; BG44;1668;B44;Alcalá;1556;17691;Campín-UAN A - 4;[1] TRONCAL;Campín-UAN
305; BG44;1668;B44;Alcalá;1604;19001;Simón Bolívar A - 4 ó 6;[1] TRONCAL;Simón Bolívar
305; BG44;1668;B44;Alcalá;1175;22876;Calle 100 A - 4 ó 6;[1] TRONCAL;Calle 100
305; BG44;1668;B44;Alcalá;1147;27050;Alcalá A - 4 ó 6;[1] TRONCAL;Alcalá
333; CL25;1689;C25;Portal Suba;1967;0;PORTAL 20 DE JULIO T4;[1] TRONCAL;Portal 20 de Julio
333; CL25;1689;C25;Portal Suba;1940;1353;Country Sur B - 4 ó 6;[1] TRONCAL;Country Sur
333; CL25;1689;C25;Portal Suba;1975;2063;Av. 1º de Mayo A - 4 ó 6;[1] TRONCAL;Av. 1º de Mayo
333; CL25;1689;C25;Portal Suba;1928;4374;Bicentenario B - 4 ó 6;[1] TRONCAL;Bicentenario
333; CL25;1689;C25;Portal Suba;12758;5620;Tygua - San José B - 4 ó 6;[1] TRONCAL;Tygua San José
333; CL25;1689;C25;Portal Suba;12760;6437;Guatoque - Veraguas B - 4 ó 6;[1] TRONCAL;Guatoque Veraguas
333; CL25;1689;C25;Portal Suba;1558;11862;Campín-UAN B - 4 ó 6;[1] TRONCAL;Campín-UAN
333; CL25;1689;C25;Portal Suba;1568;12287;Movistar Arena A - 4;[1] TRONCAL;Movistar Arena
333; CL25;1689;C25;Portal Suba;1535;14192;Av. Chile B - 4 ó 6;[1] TRONCAL;Avenida Chile
333; CL25;1689;C25;Portal Suba;1467;16731;Suba - Calle 95 B - 4;[1] TRONCAL;Suba Calle 95
333; CL25;1689;C25;Portal Suba;1463;17435;Suba - Calle 100 B - 4 ó 6;[1] TRONCAL;Suba Calle 100
333; CL25;1689;C25;Portal Suba;1427;19941;Niza - Calle 127 B - 4 ó 6;[1] TRONCAL;Niza Calle 127
333; CL25;1689;C25;Portal Suba;1431;24990;Portal Suba T7;[1] TRONCAL;Portal Suba
333; CL25;1690;L25 ;Portal Veinte de Julio;1431;0;Portal Suba T7;[1] TRONCAL;Portal Suba
333; CL25;1690;L25 ;Portal Veinte de Julio;1428;5473;Niza - Calle 127 B - 1 ó 5;[1] TRONCAL;Niza Calle 127
333; CL25;1690;L25 ;Portal Veinte de Julio;1464;7982;Suba - Calle 100 B - 1 ó 5;[1] TRONCAL;Suba Calle 100
333; CL25;1690;L25 ;Portal Veinte de Julio;1468;8688;Suba - Calle 95 B - 1;[1] TRONCAL;Suba Calle 95
333; CL25;1690;L25 ;Portal Veinte de Julio;1541;11259;Av. Chile B - 2 ó 5;[1] TRONCAL;Avenida Chile
333; CL25;1690;L25 ;Portal Veinte de Julio;1572;13103;Movistar Arena B - 2;[1] TRONCAL;Movistar Arena
333; CL25;1690;L25 ;Portal Veinte de Julio;1562;13679;Campín-UAN A - 2;[1] TRONCAL;Campín-UAN
333; CL25;1690;L25 ;Portal Veinte de Julio;12761;19108;Guatoque - Veraguas B - 1 ó 5;[1] TRONCAL;Guatoque Veraguas
333; CL25;1690;L25 ;Portal Veinte de Julio;12763;19926;Tygua - San José B - 1 ó 5;[1] TRONCAL;Tygua San José
333; CL25;1690;L25 ;Portal Veinte de Julio;1934;21172;Bicentenario B - 2 ó 5;[1] TRONCAL;Bicentenario
333; CL25;1690;L25 ;Portal Veinte de Julio;1979;23277;Av. 1º de Mayo C - 1 ó 5;[1] TRONCAL;Av. 1º de Mayo
333; CL25;1690;L25 ;Portal Veinte de Julio;1942;24210;Country Sur A - 2 ó 5;[1] TRONCAL;Country Sur
333; CL25;1690;L25 ;Portal Veinte de Julio;1967;25309;PORTAL 20 DE JULIO T4;[1] TRONCAL;Portal 20 de Julio
334; GL41;1757;G41;San Mateo;1928;0;Bicentenario B - 4 ó 6;[1] TRONCAL;Bicentenario
334; GL41;1757;G41;San Mateo;12757;1180;Tygua - San José A - 3 ó 6;[1] TRONCAL;Tygua San José
334; GL41;1757;G41;San Mateo;12760;2063;Guatoque - Veraguas B - 4 ó 6;[1] TRONCAL;Guatoque Veraguas
334; GL41;1757;G41;San Mateo;12781;12347;Bosa A - 2 ó 5;[1] TRONCAL;Bosa
334; GL41;1757;G41;San Mateo;2290;14399;Terreros C - 1 ó 5;[1] TRONCAL;Terreros
334; GL41;1757;G41;San Mateo;2286;15266;San Mateo B - 2 ó 5;[1] TRONCAL;San Mateo
334; GL41;1804;L41;Bicentenario;2285;0;San Mateo A - 4;[1] TRONCAL;San Mateo
334; GL41;1804;L41;Bicentenario;12898;711;Terreros A - 4 ó 6;[1] TRONCAL;Terreros
334; GL41;1804;L41;Bicentenario;12784;3073;Bosa B - 4 ó 6;[1] TRONCAL;Bosa
334; GL41;1804;L41;Bicentenario;12762;13253;Guatoque - Veraguas A - 2 ó 5;[1] TRONCAL;Guatoque Veraguas
334; GL41;1804;L41;Bicentenario;12764;14070;Tygua - San José A - 2 ó 5;[1] TRONCAL;Tygua San José
334; GL41;1804;L41;Bicentenario;1932;15136;Bicentenario C - 2 ó 5;[1] TRONCAL;Bicentenario
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;80;0;A05_GM;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;130;1566;306A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;143;2262;398A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;144;2466;399A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;995;3201;400A05_GM;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;12436;3464;468A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;146;3754;401A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;147;4274;402A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;94;4584;056A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;110;4941;201A05;[4] ALIMENTADOR;
59;16-1;1284;16-1;Tierra Grata- Portal Dorado;80;8647;A05_GM;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;82;0;A07_GM;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;12441;4204;217A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;12440;4559;404A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;12439;5066;405A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;138;5221;370A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;119;5452;224A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;116;5767;219A05_GM;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;13055;6101;500A05_GM;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;99;6560;066A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;97;7268;064A05;[4] ALIMENTADOR;
60;16-2;1285;16-2;Engativa Centro- Portal Dorado;82;13598;A07_GM;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;80;0;A05_GM;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;106;1087;096A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;130;1566;306A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;990;2169;389A05_GM;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;12408;2608;467A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;133;2982;328A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;11133;3314;339A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;93;3763;034B05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;12733;4086;453A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;108;4509;169A05;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;12409;6067;153A06;[4] ALIMENTADOR;
61;16-3;1291;16-3;Dorado Álamos- Portal Dorado ;80;7082;A05_GM;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;79;0;A04_GM;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;96;2109;063A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;112;2681;203A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;124;3187;244A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;125;3554;249A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;1137;3839;258A05_GM;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;129;4240;259A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;120;4596;228A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;111;5089;202A05;[4] ALIMENTADOR;
62;16-4;1286;16-4;El Muelle- Portal Dorado;79;9228;A04_GM;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;83;0;A08_GM;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;114;3086;205A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;115;3776;216A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;122;4211;242A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;126;4593;255A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;105;5253;089A04_GM;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;132;5564;308A04;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;127;6500;256A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;123;6811;243A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;121;7144;232A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;113;7875;204A05;[4] ALIMENTADOR;
63;16-5;1287;16-5;Villa Amalia- Portal Dorado;83;13094;A08_GM;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;82;0;A07_GM;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;100;5604;067A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;102;5816;069A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;9820;6129;071A05_GM;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;11134;6362;415A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;135;6679;350A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;11135;6868;416A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;118;7135;222A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;101;7424;068A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;107;7682;110A05;[4] ALIMENTADOR;
64;16-6;1288;16-6;La Faena- Portal Dorado;82;15323;A07_GM;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;81;0;A06_GM;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;137;1216;378A05;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;109;1491;194A05;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;140;1762;Puente Aéreo;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;11132;2154;383A05;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;11771;2873;377D05_GM;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;139;3925;382A06;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;141;4371;383A06;[4] ALIMENTADOR;
68;16-14;1292;16-14;Aeropuerto - Portal Dorado;81;7619;A06_GM;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;11127;0;Peninsula;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;60;1512;043A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;61;2008;029A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;63;2169;184A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;12793;2436;368A13_CE;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;65;2640;366A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;66;2901;160A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;67;3248;158A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;11726;3618;507A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;11713;3808;410A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;68;3914;157A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;69;4250;159A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;70;4557;367A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;71;4763;369A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;72;4994;185A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;73;5200;032A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;74;5451;030A13;[4] ALIMENTADOR;
80;13-7;373;13-7;Peninsula- Portal 20 de Julio;11127;6595;Peninsula;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;11128;0;Plataforma_CE;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;16;3338;037A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;17;3688;039A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;18;4138;041A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;19;4540;049A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;20;5032;051A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;21;5304;053A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;22;5824;055A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;23;6302;057A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;11887;6613;511A11;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;24;6833;060A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;11769;7314;154A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;11770;7471;152A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;11766;7703;505A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;25;8535;153A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;26;8889;059A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;27;9412;058A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;28;9922;056A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;29;10353;054A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;30;10663;052A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;31;11181;050A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;32;11582;042A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;33;11990;040A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;34;12360;038A13;[4] ALIMENTADOR;
81;13-12;1632;13-12;Libertadores- Portal 20 de Julio;11128;15137;Plataforma_CE;[4] ALIMENTADOR;
82;13-6;527;13-6;Juan Rey- Portal 20 de Julio;11129;0;Juan_Rey;[4] ALIMENTADOR;
